STUDENTID,label,holdout,data_length,kappa_mean,kappa_min,auc_mean,auc_min,pred
2333015006,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.635
2333015707,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.585
2333015880,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.565
2333016134,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.595
2333016541,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.6159880952380954
2333016797,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.615
2333017157,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.765
2333017327,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.79
2333017424,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.665
2333017483,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.66
2333017831,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.6
2333018331,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.745
2333018676,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.725
2333019036,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.4694523809523809
2333019711,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5
2333019788,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.395
2333020280,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.625
2333020476,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.68
2333020905,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.729059523809524
2333021014,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.3691369047619047
2333021235,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.8
2333021260,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.8348333333333331
2333021316,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.56
2333021413,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.66
2333021766,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.065
2333021928,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7939047619047617
2333022088,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.795
2333022100,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.335
2333023378,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.73
2333023548,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.79
2333023769,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5262142857142859
2333023955,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5654642857142858
2333024218,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5913809523809523
2333024498,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.695
2333024901,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.525
2333024994,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.375
2333025761,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7153095238095236
2333026181,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.245
2333026440,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.57
2333026512,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.0674761904761905
2333026695,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7648214285714288
2333027047,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.635
2333027632,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.285
2333028558,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.8083452380952381
2333028655,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.6536666666666671
2333028752,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5009999999999999
2333028841,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.61
2333028931,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.62
2333029261,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.485
2333029341,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.64
2333029350,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.87
2333029759,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7659761904761906
2333029953,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.72
2333031389,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.68
2333031630,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5746904761904761
2333031729,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.59
2333032644,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.845
2333032911,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7761666666666669
2333032997,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.405
2333033276,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.675
2333033420,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.74
2333033519,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5636071428571431
2333033675,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.62
2333033861,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.825
2333034027,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.64
2333034116,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.385
2333034361,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.63
2333034523,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.18
2333034817,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.51
2333034965,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.6841309523809526
2333035058,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.88
2333035309,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.6336190476190476
2333035635,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.43722619047619055
2333036071,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.615
2333036224,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.775
2333036321,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7174880952380953
2333036488,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.525
2333037174,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5
2333037328,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.78
2333037352,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.745
2333037514,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.425
2333037611,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.79
2333037859,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.625
2333037867,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7065595238095237
2333038022,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.675
2333038707,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5019761904761906
2333039118,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.845
2333039304,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.6209880952380954
2333039398,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.61
2333039967,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.84
2333042283,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.56
2333042542,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.72
2333042631,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.63
2333042704,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.615
2333043051,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.685
2333043298,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.64
2333043441,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.545
2333043638,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5
2333043999,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.3361785714285715
2333044588,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.6794404761904761
2333044677,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.58
2333045029,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.665
2333045681,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.79
2333045789,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.645
2333045975,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.495
2333046190,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.705
2333046441,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7512023809523809
2333046530,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.11
2333046637,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.84
2333047471,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.55
2333047668,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5126369047619046
2333048079,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.43
2333048761,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.09
2333049172,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.461607142857143
2333049211,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.56
2333050308,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.675
2333050405,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.9080714285714286
2333050626,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.59
2333050961,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.56
2333051568,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.76
2333052599,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7
2333052670,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.67
2333052751,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.68
2333053102,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.78
2333053269,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.48
2333053617,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.665
2333053790,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7776309523809524
2333054206,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.59
2333054362,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.43
2333054494,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.69
2333054559,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.68
2333054711,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5
2333055067,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.405
2333055091,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.555
2333055318,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.625
2333055393,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.735
2333055580,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.35
2333055652,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.535
2333055695,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.68
2333055741,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.52
2333056683,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.77
2333056845,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.66
2333056853,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.52
2333056861,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.345
2333056942,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.675
2333056951,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.6898809523809527
2333057108,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.775
2333057132,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.945
2333057191,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.195
2333057451,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.44
2333057469,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5145000000000001
2333057493,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.638702380952381
2333057701,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.64
2333057710,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.915
2333057736,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.44
2333058040,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.255
2333058082,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.625
2333058201,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.895
2333058295,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.6731309523809524
2333058392,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.43020238095238095
2333058554,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.62
2333058562,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.81
2333058589,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.885
2333058821,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.765
2333059232,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.565
2333059321,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.765
2333059488,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.665
2333059640,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5497678571428571
2333059925,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5235833333333332
2333060176,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.805
2333060729,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.71
2333061181,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.825
2333061296,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.655
2333062829,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.61
2333063124,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.45
2333063574,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.82
2333064422,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.4111190476190476
2333064953,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.695
2333065364,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.35436904761904764
2333065950,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.54
2333066999,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.56
2333067073,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.6358571428571429
2333067154,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5204166666666665
2333067502,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.63
2333067669,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7057619047619048
2333068266,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.795
2333068291,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.6942619047619047
2333068967,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.15
2333069467,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.75
2333069645,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.5442619047619048
2333069904,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.4659642857142859
2333069980,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.545
2333070040,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.87
2333070091,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.45921428571428585
2333070406,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.36
2333070414,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.4734285714285714
2333070554,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.535
2333070694,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7267142857142855
2333070759,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.455
2333070805,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.58
2333070937,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.83
2333071089,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.425
2333071151,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7613452380952381
2333071330,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.4
2333071496,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.775
2333071682,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.65
2333072000,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.71
2333072093,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.21
2333072247,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.37
2333072271,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.6617142857142858
2333072352,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.85
2333072387,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.345
2333072531,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.715
2333072875,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.685
2333073031,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7648214285714282
2333073138,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.7
2333073294,,0,10.0,0.11168620023823697,0.06898830747274108,0.5981953992596509,0.5506786532698749,0.65
