STUDENTID,label,pred,data_length
2333069645,1,0.502,10m
2333069904,0,0.504,10m
2333069980,0,0.5,10m
2333070040,1,0.72,10m
2333070091,1,0.498,10m
2333070406,0,0.43,10m
2333070414,1,0.486,10m
2333070554,0,0.5853658536585366,10m
2333070694,0,0.808,10m
2333070759,1,0.42857142857142855,10m
2333070805,1,0.66,10m
2333070937,0,0.59,10m
2333071089,1,0.33766233766233766,10m
2333071151,0,0.616,10m
2333071330,1,0.52,10m
2333071496,1,0.614190687361419,10m
2333071682,1,0.6873614190687362,10m
2333072000,0,0.84,10m
2333072093,0,0.13,10m
2333072247,0,0.3961038961038961,10m
2333072271,1,0.722,10m
2333072352,1,0.9155844155844156,10m
2333072387,0,0.35033259423503327,10m
2333072531,1,0.7012987012987013,10m
2333072875,0,0.5898004434589801,10m
2333073031,1,0.924,10m
2333073138,1,0.7922077922077922,10m
2333073294,0,0.48,10m
2333073472,1,0.5909090909090909,10m
2333073570,0,0.6038961038961039,10m
2333073880,1,0.4935064935064935,10m
2333074045,0,0.422,10m
2333074231,0,0.7532467532467533,10m
2333074487,1,0.6168831168831169,10m
2333074746,0,0.61,10m
2333075076,0,0.572,10m
2333075688,1,0.44155844155844154,10m
2333076111,0,0.48,10m
2333076625,1,0.764,10m
2333076714,1,0.8506493506493507,10m
2333076871,1,0.76,10m
2333079179,0,0.6164079822616408,10m
2333079268,1,0.5476718403547672,10m
2333079276,0,0.67,10m
2333079373,1,0.6164079822616408,10m
2333079608,0,0.4155844155844156,10m
2333080525,1,0.5011086474501109,10m
2333080860,1,0.549889135254989,10m
2333081211,0,0.698,10m
2333081301,1,0.566,10m
2333081394,1,0.8896103896103896,10m
2333081742,1,0.47,10m
2333081998,0,0.514,10m
2333082498,1,0.4523281596452328,10m
2333083109,1,0.504,10m
2333083168,1,0.8713968957871396,10m
2333083257,1,0.5764966740576497,10m
2333083788,0,0.662,10m
2333084032,1,0.5210643015521065,10m
2333084199,0,0.69,10m
2333084440,1,0.5454545454545454,10m
2333084806,0,0.62,10m
2333085047,0,0.6623376623376623,10m
2333085641,0,0.712,10m
2333085730,0,0.7662337662337663,10m
2333087082,0,0.9246119733924612,10m
2333087198,0,0.6430155210643016,10m
2333087201,0,0.5,10m
2333087287,1,0.608,10m
2333087881,1,0.43458980044345896,10m
2333088143,1,0.61,10m
2333088275,1,0.75,10m
2333088399,0,0.77,10m
2333088445,0,0.6038961038961039,10m
2333088470,1,0.5584415584415584,10m
2333088496,1,0.62,10m
2333088534,0,0.226,10m
2333088542,0,0.6119733924611973,10m
2333088810,1,0.45454545454545453,10m
2333088828,1,0.6,10m
2333089069,1,0.7,10m
2333089077,0,0.6558441558441559,10m
2333089484,1,0.6493506493506493,10m
2333089581,1,0.5631929046563193,10m
2333089760,0,0.456,10m
2333090831,1,0.6784922394678492,10m
2333091365,1,0.551948051948052,10m
2333091616,1,0.8736141906873615,10m
2333091951,0,0.5844155844155844,10m
2333092035,1,0.623059866962306,10m
2333092302,1,0.7849223946784922,10m
2333092973,0,0.78,10m
2333093066,1,0.468,10m
2333093724,0,0.5388026607538803,10m
2333093856,1,0.8311688311688312,10m
2333094003,1,0.6428571428571429,10m
2333094348,0,0.57,10m
2333094356,1,0.6740576496674058,10m
2333094674,1,0.59,10m
2333095263,0,0.692,10m
2333095361,1,0.45454545454545453,10m
2333095794,1,0.5064935064935064,10m
2333096201,1,0.86,10m
2333097096,1,0.68,10m
2333097657,1,0.47,10m
2333098432,1,0.536,10m
2333099005,1,0.6688311688311688,10m
2333099285,0,0.4035476718403548,10m
2333099358,1,0.8766233766233766,10m
2333099374,0,0.7960088691796009,10m
2333099447,1,0.6962305986696231,10m
2333099625,0,0.476,10m
2333100038,1,0.7516629711751663,10m
2333100135,0,0.37472283813747226,10m
2333100801,1,0.623059866962306,10m
2333100984,1,0.7857142857142857,10m
2333101336,1,0.474,10m
2333101832,1,0.7207792207792207,10m
2333101999,1,0.7402597402597403,10m
2333102090,1,0.66,10m
2333102171,1,0.6,10m
2333102260,1,0.6753246753246753,10m
2333102936,1,0.86,10m
2333102979,1,0.7532467532467533,10m
2333103878,0,0.2857142857142857,10m
2333104483,1,0.5232815964523282,10m
2333104637,0,0.5476718403547672,10m
2333104726,0,0.4,10m
2333104823,1,0.512,10m
2333105013,1,0.8311688311688312,10m
2333105315,0,0.64,10m
2333105579,0,0.43506493506493504,10m
2333106010,1,0.35714285714285715,10m
2333106354,0,0.49445676274944567,10m
2333107628,0,0.7077922077922078,10m
2333107768,1,0.7142857142857143,10m
2333108829,0,0.79,10m
2333109001,0,0.36807095343680707,10m
2333109451,0,0.4,10m
2333109663,1,0.9025974025974026,10m
2333109761,1,0.6233766233766234,10m
2333110858,0,0.328159645232816,10m
2333111293,1,0.474025974025974,10m
2333111366,1,0.728,10m
2333111455,1,0.577922077922078,10m
2333111790,0,0.42,10m
2333111986,0,0.59,10m
2333112397,1,0.6363636363636364,10m
2333112745,1,0.5714285714285714,10m
2333112907,1,0.55,10m
2333112931,1,0.78,10m
2333113245,0,0.716,10m
2333113334,1,0.802660753880266,10m
2333114021,1,0.8492239467849224,10m
2333114101,1,0.5714285714285714,10m
2333114438,1,0.63,10m
2333115043,1,0.89,10m
2333115558,1,0.6,10m
2333115825,0,0.6807095343680709,10m
2333115884,0,0.496,10m
2333116040,1,0.68,10m
2333116236,0,0.70509977827051,10m
2333116333,1,0.3370288248337029,10m
2333116392,1,0.4678492239467849,10m
2333116660,1,0.8051948051948052,10m
2333117836,1,0.6585365853658537,10m
2333118026,0,0.7627494456762749,10m
2333118522,1,0.79,10m
2333118620,1,0.75,10m
2333118964,1,0.8246753246753247,10m
2333119120,1,0.604,10m
2333119413,0,0.42572062084257206,10m
2333119634,0,0.25,10m
2333119812,1,0.75,10m
2333119979,0,0.5476718403547672,10m
2333120071,0,0.6103896103896104,10m
2333120721,1,0.382,10m
2333120837,0,0.536,10m
2333121108,1,0.3858093126385809,10m
2333121779,0,0.3961038961038961,10m
2333121850,1,0.768,10m
2333121949,1,0.69,10m
2333122015,0,0.38,10m
2333122465,1,0.6883116883116883,10m
2333122520,0,0.6518847006651884,10m
2333122619,1,0.9002217294900222,10m
2333122651,0,0.71,10m
2333122805,1,0.8506493506493507,10m
2333123305,1,0.6363636363636364,10m
2333123399,1,0.7649667405764967,10m
2333123551,1,0.71,10m
2333123909,1,0.656319290465632,10m
2333123992,1,0.2922077922077922,10m
2333124166,1,0.752,10m
2333124409,1,0.85,10m
2333125359,1,0.8181818181818182,10m
2333126002,0,0.3991130820399113,10m
2333126380,0,0.476,10m
2333126444,1,0.612,10m
2333127050,0,0.612,10m
2333127483,1,0.44124168514412415,10m
2333127637,0,0.512987012987013,10m
2333128170,0,0.522,10m
2333128935,1,0.778,10m
2333129346,1,0.7139689578713969,10m
2333129451,1,0.7960088691796009,10m
2333129541,1,0.618,10m
2333129630,1,0.6103896103896104,10m
2333129681,1,0.604,10m
2333129788,1,0.5698447893569845,10m
2333129982,0,0.4745011086474501,10m
2333130034,1,0.42207792207792205,10m
2333130042,0,0.282,10m
2333130140,1,0.39,10m
2333130727,0,0.5324675324675324,10m
2333130972,0,0.12337662337662338,10m
2333131286,0,0.36,10m
2333131472,0,0.604,10m
2333131821,1,0.712,10m
2333131987,0,0.5121951219512195,10m
2333132339,0,0.6883116883116883,10m
2333132517,1,0.44155844155844154,10m
2333132584,0,0.8891352549889135,10m
2333132614,0,0.62,10m
2333133114,1,0.43680709534368073,10m
2333133963,0,0.512987012987013,10m
2333134374,0,0.888,10m
2333134463,1,0.85,10m
2333134625,0,0.4678492239467849,10m
2333135061,1,0.63,10m
2333135401,1,0.551948051948052,10m
2333135508,0,0.6103896103896104,10m
2333135567,1,0.724,10m
2333137012,1,0.6883116883116883,10m
2333137110,1,0.65,10m
2333137799,1,0.264,10m
2333140340,1,0.474,10m
2333140447,1,0.5454545454545454,10m
2333140692,0,0.14,10m
2333141451,1,0.47,10m
2333141532,0,0.556,10m
2333141737,1,0.46,10m
2333142148,0,0.8116883116883117,10m
2333142393,1,0.71,10m
2333143071,1,0.75,10m
2333143322,1,0.49002217294900224,10m
2333143420,1,0.5521064301552107,10m
2333143527,0,0.406,10m
2333143675,0,0.528,10m
2333144370,1,0.720620842572062,10m
2333144523,0,0.8381374722838137,10m
2333144591,0,0.54,10m
2333144671,1,0.746,10m
2333144841,1,0.62,10m
2333144973,1,0.82,10m
2333145791,0,0.050997782705099776,10m
2333146313,0,0.7361419068736141,10m
2333146739,1,0.8691796008869179,10m
2333146810,0,0.4,10m
2333146917,0,0.6430155210643016,10m
2333146984,0,0.7560975609756098,10m
2333147018,0,0.14935064935064934,10m
2333147328,0,0.5188470066518847,10m
2333147573,1,0.6428571428571429,10m
2333147671,0,0.53,10m
2333147832,0,0.69,10m
2333148260,1,0.72,10m
2333148511,0,0.5909090909090909,10m
2333149461,0,0.48,10m
2333149541,1,0.4675324675324675,10m
2333150817,1,0.7337662337662337,10m
2333150990,1,0.5974025974025974,10m
2333151155,0,0.69,10m
2333151341,0,0.62,10m
2333151503,0,0.6452328159645233,10m
2333151759,1,0.618,10m
2333152194,1,0.7467532467532467,10m
2333152445,0,0.5720620842572062,10m
2333152763,1,0.6363636363636364,10m
2333152895,0,0.8766233766233766,10m
2333152950,1,0.494,10m
2333153042,1,0.764,10m
2333153387,0,0.498,10m
2333154081,0,0.549889135254989,10m
2333154405,1,0.57,10m
2333154642,1,0.65,10m
2333156092,1,0.374,10m
2333156246,1,0.634,10m
2333156785,1,0.564935064935065,10m
2333157137,0,0.68,10m
2333157145,0,0.84,10m
2333157226,0,0.6233766233766234,10m
2333158044,1,0.408,10m
2333158320,1,0.6407982261640798,10m
2333158397,1,0.806,10m
2333159083,1,0.623059866962306,10m
2333159687,1,0.76,10m
2333160197,1,0.6496674057649667,10m
2333160464,1,0.6558441558441559,10m
2333160782,1,0.5853658536585366,10m
2333161134,1,0.53,10m
2333161215,1,0.75,10m
2333161975,1,0.52,10m
2333162076,1,0.552,10m
2333162661,0,0.08441558441558442,10m
2333163005,1,0.69,10m
2333163269,1,0.74,10m
2333163421,1,0.5986696230598669,10m
2333163528,0,0.4675324675324675,10m
2333164613,0,0.7139689578713969,10m
2333165393,1,0.43,10m
2333165903,1,0.9356984478935698,10m
2333166152,0,0.72,10m
2333166314,1,0.47,10m
2333166691,1,0.5299334811529933,10m
2333166993,1,0.5,10m
2333167256,1,0.7649667405764967,10m
2333168198,0,0.4634146341463415,10m
2333168368,1,0.7012987012987013,10m
2333168384,1,0.57,10m
2333169143,0,0.454,10m
2333169640,0,0.6,10m
2333169801,1,0.55,10m
2333170338,1,0.7207792207792207,10m
2333170494,1,0.5609756097560976,10m
2333170834,0,0.88,10m
2333171181,1,0.81,10m
2333171270,0,0.576,10m
2333171342,0,0.44155844155844154,10m
2333171598,0,0.2012987012987013,10m
2333171971,0,0.6,10m
2333172446,1,0.6363636363636364,10m
2333172471,1,0.872,10m
2333172578,1,0.57,10m
2333172632,1,0.45,10m
2333172721,0,0.47671840354767187,10m
2333173060,1,0.6753246753246753,10m
2333174767,0,0.056,10m
2333175534,0,0.552,10m
2333175704,1,0.04878048780487805,10m
2333175925,1,0.8636363636363636,10m
2333176221,0,0.5714285714285714,10m
2333176379,1,0.7337662337662337,10m
2333176417,1,0.3051948051948052,10m
2333177227,1,0.8337028824833703,10m
2333177561,1,0.2857142857142857,10m
2333177723,0,0.69,10m
2333177910,0,0.632,10m
2333178070,0,0.47,10m
2333178096,1,0.69,10m
2333178452,0,0.5584415584415584,10m
2333178754,1,0.65,10m
2333179262,1,0.71,10m
2333180201,0,0.7,10m
2333180309,1,0.8311688311688312,10m
2333181569,1,0.45,10m
2333181691,1,0.616,10m
2333181755,1,0.44789356984478934,10m
2333182093,0,0.46,10m
2333182158,0,0.5974025974025974,10m
2333182506,1,0.6753246753246753,10m
2333182689,0,0.63,10m
2333182786,0,0.5521064301552107,10m
2333183103,1,0.626,10m
2333183731,1,0.74,10m
2333183880,0,0.7792207792207793,10m
2333184339,0,0.364,10m
2333184894,1,0.5844155844155844,10m
2333185041,0,0.426,10m
2333185076,0,0.55,10m
2333185327,1,0.41,10m
2333185998,1,0.7207792207792207,10m
2333186170,1,0.79,10m
2333186340,1,0.706,10m
2333186374,0,0.59,10m
2333187036,1,0.76,10m
2333187460,1,0.412,10m
2333189578,1,0.8137472283813747,10m
2333190100,1,0.5521064301552107,10m
2333190355,1,0.7337662337662337,10m
2333190436,1,0.43015521064301554,10m
2333191653,0,0.76,10m
2333191807,1,0.47,10m
2333192315,0,0.5909090909090909,10m
2333192561,1,0.63,10m
2333192820,1,0.5432372505543237,10m
2333193079,1,0.6,10m
2333193419,1,0.7402597402597403,10m
2333193761,1,0.7,10m
2333194601,0,0.6164079822616408,10m
2333194792,1,0.684,10m
2333195748,1,0.44805194805194803,10m
2333195896,1,0.5974025974025974,10m
2333196094,1,0.7662337662337663,10m
2333197180,1,0.7184035476718403,10m
2333198437,1,0.8,10m
2333198534,1,0.6688311688311688,10m
2333198941,0,0.6629711751662971,10m
2333199042,1,0.614,10m
2333199298,0,0.68,10m
2333199638,1,0.6119733924611973,10m
2333199883,1,0.586,10m
2333200075,1,0.66,10m
2333200571,0,0.64,10m
2333200776,1,0.682,10m
2333202469,1,0.49889135254988914,10m
2333202884,0,0.7427937915742794,10m
2333203414,1,0.596,10m
2333203635,0,0.6688311688311688,10m
2333203724,1,0.7671840354767184,10m
2333204488,1,0.6585365853658537,10m
2333204577,1,0.6252771618625277,10m
2333204836,1,0.546,10m
2333205018,1,0.404,10m
2333205107,1,0.668,10m
2333205352,1,0.7272727272727273,10m
2333205425,0,0.388,10m
2333205859,1,0.8506493506493507,10m
2333206201,1,0.5565410199556541,10m
2333206413,1,0.7727272727272727,10m
2333206553,0,0.434,10m
2333207223,1,0.36,10m
2333209005,0,0.6496674057649667,10m
2333209251,0,0.43458980044345896,10m
2333209358,1,0.79,10m
2333209447,0,0.47,10m
2333209510,0,0.5587583148558758,10m
2333210003,0,0.6873614190687362,10m
2333210038,1,0.7597402597402597,10m
2333210364,0,0.372,10m
2333210399,0,0.57,10m
2333210453,0,0.78,10m
2333210542,1,0.70509977827051,10m
2333210640,1,0.6103896103896104,10m
2333210712,0,0.59,10m
2333210739,0,0.23376623376623376,10m
2333210895,1,0.5920177383592018,10m
2333210950,0,0.6103896103896104,10m
2333211093,0,0.6168831168831169,10m
2333211239,0,0.738359201773836,10m
2333211301,1,0.89,10m
2333211395,0,0.46,10m
2333212154,0,0.636,10m
2333212421,1,0.66,10m
2333213029,1,0.122,10m
2333213347,1,0.6385809312638581,10m
2333214335,0,0.61,10m
2333214441,1,0.7402597402597403,10m
2333214637,1,0.6558441558441559,10m
2333214971,1,0.8831168831168831,10m
2333215234,1,0.66,10m
2333215285,1,0.6740576496674058,10m
2333215587,1,0.666,10m
2333215731,0,0.45454545454545453,10m
2333215749,0,0.6851441241685144,10m
2333216371,0,0.632,10m
2333216427,1,0.436,10m
2333216516,1,0.66,10m
2333216583,1,0.21,10m
2333217024,0,0.696,10m
2333217083,1,0.565410199556541,10m
2333217458,1,0.484,10m
2333217687,0,0.5454545454545454,10m
2333218403,0,0.62,10m
2333219159,0,0.48,10m
2333219418,1,0.562,10m
2333219566,0,0.532,10m
2333219914,1,0.792,10m
2333220254,1,0.5584415584415584,10m
2333220564,0,0.41,10m
2333220858,1,0.6252771618625277,10m
2333221013,0,0.618,10m
2333221200,1,0.56,10m
2333221951,1,0.53,10m
2333222206,1,0.6,10m
2333222711,0,0.75,10m
2333222800,0,0.752,10m
2333223318,1,0.676,10m
2333223393,1,0.486,10m
2333223563,0,0.628,10m
2333223741,0,0.56,10m
2333225353,0,0.704,10m
2333225451,0,0.011086474501108648,10m
2333225493,1,0.5277161862527716,10m
2333225531,1,0.5476718403547672,10m
2333225736,0,0.7532467532467533,10m
2333226309,1,0.8159645232815964,10m
2333226481,0,0.45,10m
2333226589,1,0.5875831485587583,10m
2333227089,1,0.3325942350332594,10m
2333227143,1,0.8470066518847007,10m
2333227330,0,0.23376623376623376,10m
2333227429,1,0.34,10m
2333228263,1,0.4678492239467849,10m
2333228689,1,0.606,10m
2333228930,0,0.47,10m
2333229715,1,0.6385809312638581,10m
2333229880,1,0.6168831168831169,10m
2333230063,1,0.758,10m
2333231329,0,0.6818181818181818,10m
2333231671,0,0.424,10m
2333232015,1,0.23376623376623376,10m
2333232619,1,0.626,10m
2333232805,1,0.58,10m
2333233020,1,0.7207792207792207,10m
2333233810,0,0.34415584415584416,10m
2333234310,1,0.47671840354767187,10m
2333234654,0,0.516,10m
2333234743,1,0.604,10m
2333235154,1,0.6103896103896104,10m
2333235251,0,0.38137472283813745,10m
2333235669,1,0.64,10m
2333235855,1,0.494,10m
2333236444,0,0.13082039911308205,10m
2333237114,1,0.7922077922077922,10m
2333237203,0,0.332,10m
2333237386,0,0.647450110864745,10m
2333237491,1,0.6319290465631929,10m
2333237718,1,0.6097560975609756,10m
2333238404,1,0.7662337662337663,10m
2333238650,1,0.7694013303769401,10m
2333239346,1,0.6038961038961039,10m
2333239401,1,0.6186252771618626,10m
2333239435,1,0.6688311688311688,10m
2333239931,1,0.05543237250554324,10m
2333240026,1,0.78,10m
2333240093,1,0.5974025974025974,10m
2333240697,0,0.576,10m
2333242991,1,0.63,10m
2333243173,1,0.614,10m
2333243246,0,0.656319290465632,10m
2333244111,0,0.458980044345898,10m
2333244277,1,0.5324675324675324,10m
2333244374,1,0.31263858093126384,10m
2333244528,0,0.44567627494456763,10m
2333244625,1,0.782,10m
2333244714,0,0.11,10m
2333244781,1,0.596,10m
2333244790,1,0.662,10m
2333244871,1,0.5055432372505543,10m
2333245061,1,0.75,10m
2333245141,0,0.6496674057649667,10m
2333245311,0,0.794,10m
2333245729,0,0.48,10m
2333245818,0,0.14634146341463414,10m
2333245931,0,0.42,10m
2333246164,1,0.6341463414634146,10m
2333246253,1,0.45,10m
2333246504,0,0.524,10m
2333246911,1,0.492,10m
2333246920,1,0.802660753880266,10m
2333247101,0,0.7982261640798226,10m
2333247161,1,0.376,10m
2333247209,1,0.776,10m
2333247357,0,0.6753246753246753,10m
2333247535,0,0.65,10m
2333247616,0,0.9290465631929047,10m
2333247926,0,0.636,10m
2333248272,0,0.24,10m
2333248361,0,0.56,10m
2333248469,0,0.6103896103896104,10m
2333248876,1,0.6252771618625277,10m
2333249058,1,0.71,10m
2333249147,1,0.754,10m
2333249210,0,0.5974025974025974,10m
2333249554,0,0.6452328159645233,10m
2333249902,0,0.5011086474501109,10m
2333250064,0,0.8246753246753247,10m
2333250315,1,0.38311688311688313,10m
2333250412,1,0.6233766233766234,10m
2333250501,1,0.8159645232815964,10m
2333250595,0,0.53,10m
2333251621,1,0.7272727272727273,10m
2333251656,1,0.753880266075388,10m
2333251702,1,0.334,10m
2333251893,1,0.566,10m
2333252385,1,0.7727272727272727,10m
2333252491,0,0.7,10m
2333253802,1,0.6948051948051948,10m
2333253900,1,0.6103896103896104,10m
2333253993,0,0.66,10m
2333254086,1,0.9600886917960089,10m
2333254591,1,0.9,10m
2333254604,1,0.68,10m
2333254841,1,0.38311688311688313,10m
2333255091,1,0.5232815964523282,10m
2333255139,1,0.84,10m
2333256933,1,0.8116883116883117,10m
2333257140,1,0.8913525498891353,10m
2333258863,0,0.7597402597402597,10m
2333259029,0,0.57,10m
2333259037,0,0.516,10m
2333259703,1,0.6784922394678492,10m
2333259819,1,0.502,10m
2333260213,1,0.434,10m
2333260370,0,0.27,10m
2333260566,1,0.6428571428571429,10m
2333260876,1,0.55,10m
2333263875,1,0.7012987012987013,10m
2333264146,1,0.54,10m
2333265568,1,0.6948051948051948,10m
2333265657,1,0.8246753246753247,10m
2333265843,1,0.748,10m
2333265916,1,0.72,10m
2333266505,0,0.44124168514412415,10m
2333267544,1,0.8246753246753247,10m
2333267625,1,0.577922077922078,10m
2333268133,0,0.7532467532467533,10m
2333268290,1,0.7006651884700665,10m
2333268800,0,0.65,10m
2333268893,0,0.015521064301552107,10m
2333269041,0,0.8376623376623377,10m
2333269156,0,0.4434589800443459,10m
2333269491,1,0.6075388026607539,10m
2333269938,1,0.688,10m
