STUDENTID,sec_spent_VH098740,sec_spent_VH098759,sec_spent_VH098808,sec_spent_VH098810,sec_spent_VH134366,sec_spent_VH139047,sec_spent_VH356862,times_entered_VH098519,times_entered_VH098759,times_entered_VH098808,times_entered_VH098810,times_entered_VH134366,times_entered_VH139047,num_actions_VH098519,num_actions_VH098740,num_actions_VH098759,num_actions_VH098808,num_actions_VH098810,num_actions_VH356862,count_Click Choice,count_DropChoice,count_Eliminate Choice,count_Enter Item,count_Math Keypress,count_Move Calculator,count_Next,count_Open Calculator,count_Vertical Item Scroll,percentile5_VH098519,percentile5_VH098759,percentile5_VH098808,percentile5_VH098810,percentile5_VH139047,percentile5_VH356862,percentile5_vh_count,sec_spent_std,poly_delta_sec_deg0_coeff0,poly_delta_sec_deg1_coeff0,poly_delta_sec_deg1_coeff1,poly_delta_sec_deg2_coeff0,poly_delta_sec_deg2_coeff1,poly_delta_sec_deg2_coeff2,poly_delta_sec_deg3_coeff0,poly_delta_sec_deg3_coeff1,poly_delta_sec_deg3_coeff3,poly_per_item_sec_deg1_coeff0,poly_per_item_sec_deg1_coeff1,poly_per_item_sec_deg2_coeff0,poly_per_item_sec_deg2_coeff1,poly_per_item_sec_deg3_coeff1,poly_per_item_sec_deg3_coeff2,poly_per_item_sec_deg3_coeff3,answer_count_top1,count_Click Progress Navigator,percentile5_VH098753,count_Draw,count_Erase,count_Highlight,count_Scratchwork Draw Mode On,percentile5_VH134387,count_TextToSpeech,count_Clear Scratchwork,percentile5_VH098783,percentile5_VH139196,sec_spent_BlockRev,percentile5_VH098812,count_Equation Editor Button,times_entered_VH098522,percentile5_VH098522,percentile5_VH134373
2333002923,43.903,135.397,84.563,26.053,127.203,98.254,12.347,1,2.0,2.0,1,2.0,2.0,3,8.0,9.0,15.0,10,2,12.0,20.0,0.0,14,15.0,6.0,10,4.0,1.0,1,1.0,1.0,1,1.0,1,8,42.27052183555344,5.350796460176985,-0.029789290704637664,7.018996739636699,-0.0008188147059828502,0.06191795636544145,5.3224126688402364,-5.716275890280075e-05,0.008784528789687676,9.230973471578134,-5.238619047619034,133.78666666666658,-5.80899999999999,35.42438095238089,19.84303030303028,-31.75950793650778,118.77569696969685,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333003024,103.91,73.157,95.972,22.004,68.213,213.367,11.07,1,1.0,2.0,1,1.0,1.0,3,18.0,7.0,12.0,3,2,6.0,38.0,3.0,10,0.0,12.0,7,2.0,24.0,1,1.0,1.0,1,1.0,1,8,61.49957882200455,5.621414414414418,-0.014355844155844127,6.410985842985839,0.0011390297443516562,-0.13964911603452634,8.687146948781901,-1.250161896355524e-05,0.00320179687333827,9.496576770196247,-3.02288333333333,77.90386666666664,-3.3106461038961066,23.46228549783553,5.5284246031745505,-3.2022444684943157,59.379202020201944,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333003181,67.61,106.724,56.336,19.936,117.916,217.97,5.15,1,2.0,2.0,1,1.0,2.0,3,4.0,9.0,5.0,2,2,9.0,22.0,0.0,11,4.0,6.0,2,4.0,1.0,1,1.0,1.0,1,1.0,1,8,62.73004319652187,8.810351351351352,0.020016053313587606,8.079765405405407,0.0042380266892703845,-0.28935989500315035,11.792276785206262,-0.00012663846369838597,0.01810493846424364,14.155198551661716,-0.2765476190476047,100.62991666666659,-7.1929761904761875,50.07428571428571,-6.7801352813854106,48.99303571428604,50.691924242424065,6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333003245,36.366,90.054,73.42,31.803,149.44,98.333,7.4,1,1.0,1.0,1,1.0,1.0,6,3.0,7.0,6.0,6,2,6.0,8.0,0.0,10,20.0,8.0,1,7.0,3.0,1,1.0,1.0,1,1.0,1,10,39.89093265141842,6.130294117647063,-0.037051348310159465,8.001387207310112,0.0006943662374628274,-0.10718233829390489,9.17023704037253,0.00012812403976123737,-0.018716425786364652,2.7646756725094828,-0.41011515151515,58.90641818181814,-2.151215909090916,18.950828030303082,2.1838811188811005,4.147274475524558,41.18400839160833,11,8.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333003695,0.0,127.71,116.593,19.633,0.0,251.144,12.324,3,1.0,1.0,2,0.0,1.0,4,0.0,6.0,11.0,7,2,2.0,8.0,0.0,12,0.0,11.0,3,3.0,11.0,1,1.0,1.0,1,1.0,1,8,78.85251153538168,10.594724137931033,0.4022086806730445,-0.8682232612507247,0.01510900717603478,-0.4590047283609376,7.169768556399773,0.00040516450204007044,-0.019532557748391254,3.6132345574920275,11.993749999999999,28.520499999999988,-5.425113095238089,49.969541666666636,13.505724025973878,0.3887777777782255,9.475545454545205,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.313,0.0,0.0,0.0,0.0,0.0
2333003776,0.0,0.0,0.0,23.65,0.0,0.0,11.326,1,0.0,0.0,1,0.0,0.0,17,0.0,0.0,0.0,3,2,1.0,0.0,0.0,3,0.0,0.0,2,0.0,0.0,1,0.0,0.0,1,0.0,1,3,356.0774817595494,36.7155909090909,7.560909655561828,-42.67396047430824,1.682749011857709,-27.77681959345006,75.11847035573136,0.32747676998821096,-8.632769242770935,-55.544760869564676,-36.572,76.21866666666665,24.27399999999998,-85.11999999999999,-2.060126050420176,-67.56391596638646,84.30999999999989,0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333003971,60.88,40.187,80.46,37.947,100.67,44.937,21.143,1,1.0,1.0,1,1.0,1.0,10,16.0,8.0,11.0,7,7,6.0,4.0,5.0,11,35.0,3.0,10,4.0,13.0,1,1.0,1.0,1,1.0,1,11,28.670676558647486,4.085901234567902,-0.0006256342079228093,4.136264788305688,0.00074631916082685,-0.12078301910104572,7.34046171878897,2.2420125101173858e-05,-0.004668141051106626,2.7489994590693785,-1.3510727272727292,60.154727272727285,-0.9797692307692325,8.4466195804196,3.8390623543123588,-9.929191530691563,57.02338461538472,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333004276,34.59,124.39,50.977,31.987,0.0,201.196,10.137,1,1.0,1.0,1,0.0,1.0,31,7.0,33.0,9.0,8,2,4.0,24.0,5.0,7,0.0,14.0,6,10.0,5.0,1,1.0,1.0,1,1.0,1,7,66.77414575802737,5.05823529411765,-0.010448290841760449,5.6746844537815155,-0.0006867839628874701,0.07059221677896109,4.0943945551774386,4.277054065775716e-06,-0.0014438225325297705,3.7519103062712618,-4.471892857142858,95.67282142857138,1.4433690476190353,-13.132107142857055,60.77961904761894,-144.99044047619006,142.44716666666662,5,0.0,0.0,18.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333004381,23.804,23.336,58.92,26.093,272.903,170.654,5.18,1,1.0,1.0,1,1.0,1.0,3,3.0,3.0,6.0,5,2,5.0,58.0,2.0,8,9.0,4.0,7,5.0,1.0,0,0.0,1.0,1,1.0,1,6,89.30951868283344,4.951745901639342,0.024339517085727704,3.479205117952818,0.0011966986332633046,-0.12046101753913213,6.375215810450012,-4.144449701000536e-05,0.008718874840579295,9.955771685132431,15.047845238095233,20.16666666666665,-5.122089285714275,50.90247023809519,57.69747510822502,-113.62496031745988,47.13160606060562,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333004578,0.0,0.0,160.71,25.356,0.0,234.113,4.207,1,0.0,1.0,1,0.0,1.0,6,0.0,0.0,62.0,2,2,2.0,28.0,1.0,5,0.0,0.0,3,6.0,0.0,1,0.0,1.0,1,1.0,1,5,90.31170731328247,3.2040370370370375,-0.036905684423825524,6.6731713728766335,0.0006723529954861431,-0.16330804757522036,10.612711691095106,-1.4873042180360843e-05,0.004866550890347896,15.475464730397832,-28.91430000000001,176.77599999999995,-4.585785714285739,-10.571157142857048,148.32121428571304,-229.73785714285492,198.18582857142817,0,1.0,0.0,107.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333004721,23.643,78.607,53.26,16.947,141.18,133.18,9.187,1,1.0,1.0,1,1.0,1.0,8,3.0,7.0,7.0,2,2,8.0,10.0,5.0,14,17.0,8.0,1,7.0,5.0,1,1.0,1.0,1,1.0,1,12,42.73992591305294,5.303905982905984,-0.05505376223231278,8.497024192380122,0.00047719659885635956,-0.11040856769965042,9.557991297170755,5.2430272967804215e-05,-0.008645670897541554,5.571298201244893,0.6797142857142874,41.90232967032966,-0.7146673326673343,9.255722277722297,6.604834415584385,-24.495313561438422,53.017821428571104,6,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2333005566,88.324,109.543,43.803,15.563,152.353,168.997,8.414,1,1.0,1.0,1,1.0,1.0,3,7.0,10.0,7.0,3,2,6.0,32.0,2.0,8,16.0,9.0,7,5.0,3.0,0,1.0,1.0,1,1.0,1,7,58.67251687425191,6.126969999999995,0.0023776117611761143,6.009278217821782,-0.0005061428891988848,0.052485757791865796,5.1908451659871755,-8.099963100490383e-05,0.011522302315029322,9.002258503033636,3.9806547619047667,60.43208333333328,-3.20266071428571,26.39927976190475,13.39362337662328,-17.06717857142826,54.609742424242214,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333005825,51.69,151.15,123.17,9.026,12.9,63.527,4.907,1,1.0,1.0,1,1.0,1.0,92,10.0,79.0,33.0,3,2,8.0,12.0,7.0,8,0.0,1.0,7,2.0,11.0,1,1.0,1.0,0,1.0,1,6,65.06792762363324,2.461913934426228,0.0002486528794881683,2.4317026095684167,-4.810459537962474e-05,0.011938069556736975,1.9602294702527154,-1.5655512559946546e-07,8.959747901380433e-06,2.07116635788054,-20.58971428571427,146.7779999999999,1.7324166666666696,-32.716630952380974,1.583348484848456,-32.326214285714165,158.75584848484837,7,0.0,0.0,107.0,43.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333006503,80.763,62.284,46.457,29.764,74.017,252.976,18.643,1,2.0,1.0,2,1.0,2.0,3,23.0,6.0,3.0,6,2,5.0,4.0,0.0,11,2.0,3.0,1,2.0,17.0,1,1.0,1.0,1,1.0,1,8,70.2091381177292,7.90575,-0.1837827614490772,14.797603554340395,0.0025359192017086786,-0.3739767015772284,17.14332881592093,0.00031217277267033987,-0.03258351772370453,10.81948887355152,13.481964285714286,68.97474999999999,-10.268196428571413,85.35933928571421,43.38401948051933,-55.15836904761854,50.74959090909061,2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333008034,38.443,79.224,144.636,40.913,115.067,100.25,15.963,1,1.0,1.0,1,1.0,1.0,3,3.0,48.0,31.0,7,2,7.0,22.0,0.0,9,21.0,3.0,8,3.0,5.0,1,1.0,1.0,1,1.0,1,9,41.55843165151126,3.7787142857142832,-0.01369210087416614,4.874082355647576,0.0004680410316998311,-0.08857866594613906,6.858576330054855,1.3860608606022058e-06,0.00013538642515530124,6.580011362534471,4.264099999999997,48.87093333333332,-4.073850649350651,36.854905194805205,10.479725108225113,-7.048381673881738,31.22333333333333,9,0.0,1.0,34.0,5.0,16.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333008239,42.324,9.57,39.793,17.811,108.446,135.11,6.466,3,1.0,2.0,2,1.0,1.0,6,8.0,3.0,11.0,9,2,9.0,6.0,2.0,17,25.0,14.0,7,5.0,4.0,0,0.0,1.0,1,1.0,1,10,42.02696408747273,4.370165467625898,0.00016689753787032613,4.358649537512848,0.00041067947876527477,-0.05650687053173766,5.652700575102228,2.929070666133017e-05,-0.00565249680013008,1.8870638941562947,4.574849650349652,25.926410256410254,-1.0617420079920064,16.25401173826172,2.173764402264415,2.6256665556664927,16.167659340659434,11,9.0,1.0,6.0,1.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0
2333008468,174.766,109.97,82.287,10.393,62.097,113.677,8.103,1,1.0,1.0,1,1.0,1.0,3,80.0,8.0,19.0,3,2,6.0,4.0,4.0,9,22.0,6.0,8,3.0,9.0,1,1.0,1.0,0,1.0,1,7,54.607380622443735,3.650457831325305,-0.04211504089302228,7.124948704999636,0.0003030395544230643,-0.09211656737282788,8.491657095447662,1.0277878776781527e-05,-0.0022407354428303633,6.224983987895035,-4.390083333333338,83.57355555555556,-1.0690335497835521,4.162185064935091,-2.638073953823953,8.89545695045694,71.39925252525252,11,0.0,0.0,65.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333008484,33.61,142.04,23.603,20.44,89.623,46.087,6.733,1,1.0,1.0,1,1.0,1.0,21,10.0,66.0,10.0,4,2,11.0,4.0,0.0,13,41.0,10.0,1,10.0,12.0,1,1.0,0.0,1,1.0,1,11,36.22532234394991,2.932990243902438,-0.0008838029836608974,3.023138148235851,0.000255699647952307,-0.05304653116593155,4.787977118402674,4.029184719683062e-07,0.00013240659553000533,4.619451954815042,-2.4918846153846177,59.974,0.06182467532467507,-3.2337807192807193,2.891322927072917,-16.280911546786506,71.70896978021969,14,11.0,1.0,40.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2333008492,56.027,149.774,97.36,30.647,34.696,192.403,7.87,1,1.0,1.0,1,2.0,1.0,3,8.0,12.0,5.0,5,2,7.0,8.0,0.0,10,0.0,10.0,8,4.0,5.0,1,1.0,1.0,1,1.0,1,7,61.40122764741251,10.362362068965519,-0.16327272447629884,15.015634716540033,-0.009257496825055053,0.36440459455183927,10.090646405610746,0.0006307874664445789,-0.06318982520606654,4.553594025160249,1.596428571428575,73.06974999999996,-4.314988095238095,31.801345238095248,-5.020609307359412,33.649400793651076,42.15921212121198,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333008565,45.337,137.4,124.097,26.927,109.616,69.843,6.033,1,1.0,1.0,1,1.0,1.0,3,5.0,9.0,3.0,3,2,5.0,4.0,0.0,9,20.0,3.0,8,3.0,5.0,1,1.0,1.0,1,1.0,1,9,44.28401274852033,8.760942857142853,-0.28359692065436093,18.545036619718303,0.0036007768692290125,-0.5320505246311629,21.360844131455394,0.00038093167218000766,-0.03582565120140175,15.373283921795622,-1.2152833333333324,70.10102222222223,-3.4902673160173165,26.706855194805208,11.534045815295821,-18.61648941798947,58.55923232323244,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333008646,38.82,101.643,56.047,19.253,170.01,49.72,10.08,1,1.0,1.0,1,1.0,1.0,22,6.0,59.0,25.0,3,2,10.0,10.0,0.0,9,21.0,11.0,8,4.0,9.0,1,1.0,1.0,1,1.0,1,9,45.817781514534076,2.4677428571428606,-0.0045490391598462755,3.022725634644102,0.00020710809829848926,-0.0550834151446776,5.069367862029768,1.340696116965781e-06,-0.0002835866805109865,4.1075079566074395,-2.3872333333333344,75.89293333333335,-1.9947467532467558,13.570740692640717,14.908222943722944,-37.41988455988461,80.93945454545454,6,0.0,1.0,127.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333008719,49.854,149.983,93.07,35.63,59.263,166.04,9.837,1,1.0,1.0,1,1.0,1.0,3,5.0,5.0,3.0,3,2,5.0,4.0,0.0,8,4.0,0.0,7,2.0,3.0,1,1.0,1.0,1,1.0,1,8,52.805387819331465,15.418974358974364,-0.4667672064777329,24.287551282051282,-0.05193631021166332,1.506812581565472,12.117142589118192,0.0025822057368912036,-0.19912203721446212,5.582096310193947,0.6169285714285708,72.61399999999998,-4.273464285714284,30.531178571428562,-5.412820346320447,33.51520634920659,41.56039393939388,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333008816,16.497,166.993,93.667,28.383,83.093,48.0,3.133,1,1.0,1.0,1,1.0,1.0,8,3.0,46.0,7.0,3,2,6.0,8.0,0.0,9,27.0,16.0,8,5.0,2.0,1,1.0,1.0,1,1.0,0,7,47.63571939932636,4.191409722222221,-0.054262581384133125,8.07118429118774,0.0012100257349360029,-0.22729626147998164,12.166314720122825,4.8104642465880095e-06,0.00017818115404287497,11.477661646834742,-6.3226166666666686,91.61713333333331,-3.313633116883118,20.18644826839829,2.6621446608946937,2.159518638768516,69.05597979797986,10,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333008905,65.753,101.55,108.83,35.313,0.0,114.47,12.357,1,1.0,1.0,1,0.0,1.0,8,4.0,6.0,10.0,4,2,5.0,26.0,0.0,7,0.0,5.0,1,6.0,2.0,1,1.0,1.0,1,1.0,1,7,50.60993748105933,9.586921874999996,-0.050377953296703304,11.173827403846154,0.013120937362368827,-0.8769970071259395,19.71555762674827,0.000796375281171933,-0.06213652670837881,10.22809998956266,-15.151428571428571,124.25699999999996,1.1931428571428468,-22.31028571428565,40.883642857142874,-110.51139682539682,156.68304761904756,7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333009154,25.267,103.59,63.78,19.93,101.816,127.673,11.16,1,1.0,1.0,1,1.0,1.0,7,3.0,7.0,8.0,4,2,8.0,4.0,2.0,10,17.0,3.0,9,7.0,4.0,1,1.0,1.0,1,1.0,1,10,37.54179265045824,8.131120481927706,-0.008502119978170464,8.479707401032702,0.004193670768336722,-0.35238312298178187,13.122100941581458,0.00047303047539638295,-0.05398907770541838,0.5546272712503372,-1.0224303030303,64.14343636363634,-1.2919583333333367,10.60519469696972,-2.494389277389323,14.711273698523847,46.39539860139844,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
