STUDENTID,sec_spent_VH098519,sec_spent_VH098556,sec_spent_VH098597,sec_spent_VH098740,sec_spent_VH098753,sec_spent_VH098759,sec_spent_VH098779,sec_spent_VH098783,sec_spent_VH098808,sec_spent_VH098810,sec_spent_VH098812,sec_spent_VH098839,sec_spent_VH134366,sec_spent_VH134373,sec_spent_VH134387,sec_spent_VH139047,sec_spent_VH139196,sec_spent_VH356862,times_entered_VH098519,times_entered_VH098556,times_entered_VH098597,times_entered_VH098740,times_entered_VH098753,times_entered_VH098759,times_entered_VH098779,times_entered_VH098783,times_entered_VH098808,times_entered_VH098810,times_entered_VH098812,times_entered_VH098839,times_entered_VH134366,times_entered_VH134373,times_entered_VH134387,times_entered_VH139047,times_entered_VH139196,num_actions_VH098519,num_actions_VH098556,num_actions_VH098597,num_actions_VH098740,num_actions_VH098753,num_actions_VH098759,num_actions_VH098779,num_actions_VH098783,num_actions_VH098808,num_actions_VH098810,num_actions_VH098812,num_actions_VH098839,num_actions_VH134366,num_actions_VH134373,num_actions_VH134387,num_actions_VH139196,count_Calculator Buffer,count_Click Choice,count_Click Progress Navigator,count_DropChoice,count_Eliminate Choice,count_Enter Item,count_Math Keypress,count_Move Calculator,count_Vertical Item Scroll,percentile5_VH098519,percentile5_VH098740,percentile5_VH098753,percentile5_VH098759,percentile5_VH098783,percentile5_VH098808,percentile5_VH098810,percentile5_VH098812,percentile5_VH098839,percentile5_VH134366,percentile5_VH134387,percentile5_VH139047,percentile5_VH356862,percentile5_vh_count,sec_spent_std,poly_delta_sec_deg0_coeff0,poly_delta_sec_deg1_coeff0,poly_delta_sec_deg2_coeff0,poly_delta_sec_deg2_coeff1,poly_delta_sec_deg2_coeff2,poly_delta_sec_deg3_coeff0,poly_delta_sec_deg3_coeff1,poly_per_item_sec_deg1_coeff0,poly_per_item_sec_deg1_coeff1,poly_per_item_sec_deg2_coeff0,poly_per_item_sec_deg2_coeff1,poly_per_item_sec_deg2_coeff2,poly_per_item_sec_deg3_coeff0,poly_per_item_sec_deg3_coeff1,poly_per_item_sec_deg3_coeff2,poly_per_item_sec_deg3_coeff3,answer_count_top1,answer_count_top5,answer_count_unanswered,count_Erase,count_Highlight,count_Scratchwork Draw Mode On,count_TextToSpeech,count_Equation Editor Button,count_Clear Scratchwork,percentile5_HELPMAT8,sec_spent_BlockRev_last5,sec_spent_VH098522_last5,sec_spent_VH098753_last5,sec_spent_VH098783_last5,sec_spent_VH098812_last5,sec_spent_VH098834_last5,sec_spent_VH134387_last5,sec_spent_VH139196_last5,times_entered_VH098522_last5,times_entered_VH098597_last5,times_entered_VH098779_last5,times_entered_VH098834_last5,times_entered_VH098839_last5,times_entered_VH134373_last5,num_actions_BlockRev_last5,num_actions_VH098522_last5,num_actions_VH098556_last5,num_actions_VH098779_last5,num_actions_VH098834_last5,count_Calculator Buffer_last5,count_Eliminate Choice_last5,count_Enter Item_last5,count_Move Calculator_last5,count_Next_last5,count_Vertical Item Scroll_last5,percentile5_EOSTimeLft_last5,percentile5_VH098522_last5,percentile5_VH098556_last5,percentile5_VH098597_last5,percentile5_VH098753_last5,percentile5_VH098779_last5,percentile5_VH098783_last5,percentile5_VH098812_last5,percentile5_VH098834_last5,percentile5_VH098839_last5,percentile5_VH134373_last5,percentile5_VH134387_last5,percentile5_VH139196_last5,sec_spent_std_last5,poly_delta_sec_deg0_coeff0_last5,poly_delta_sec_deg1_coeff0_last5,poly_delta_sec_deg1_coeff1_last5,poly_delta_sec_deg2_coeff0_last5,poly_delta_sec_deg2_coeff1_last5,poly_delta_sec_deg2_coeff2_last5,poly_delta_sec_deg3_coeff0_last5,poly_delta_sec_deg3_coeff1_last5,poly_delta_sec_deg3_coeff2_last5,poly_delta_sec_deg3_coeff3_last5,poly_per_item_sec_deg0_coeff0_last5,poly_per_item_sec_deg1_coeff0_last5,poly_per_item_sec_deg1_coeff1_last5,poly_per_item_sec_deg2_coeff0_last5,poly_per_item_sec_deg2_coeff1_last5,poly_per_item_sec_deg2_coeff2_last5,poly_per_item_sec_deg3_coeff0_last5,poly_per_item_sec_deg3_coeff1_last5,poly_per_item_sec_deg3_coeff2_last5,poly_per_item_sec_deg3_coeff3_last5,answer_count_top1_last5,answer_count_top5_last5,answer_count_unanswered_last5,count_Draw_last5,count_Erase_last5,count_Scratchwork Draw Mode On_last5,count_Clear Scratchwork_last5
2333087082,73.136,27.804,76.116,53.607,175.076,177.247,15.25,148.574,97.97,31.967,63.88,155.707,110.417,112.33,161.033,63.04,80.613,12.813,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,8,3.0,4.0,4.0,12.0,20.0,3.0,12.0,13.0,7,3.0,4.0,45.0,7.0,19.0,21.0,6.0,15,0.0,4.0,20.0,27,48.0,4.0,9.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,22,54.2819153734609,8.476394230769225,0.02882016076981748,0.0003541377632905261,-0.04448635623132139,8.010364674798884,-4.7580228160830785e-06,0.001831503847684322,2.166855448898929,59.429517786561206,-0.6676081309994358,16.186626199887083,12.696948616600798,-0.003533763261909613,-0.5562945882492829,15.273148396683451,14.106920158102687,19,27,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,4.977,60.32,0.0,0.0,0.0,53.993,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,8,0.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.668570687234066,10.375833333333333,-0.43682695652173914,15.39934333333333,-0.07589975676497412,1.3088674490726657,8.998463846153841,-0.0012540105627062343,-0.03263639235160906,0.9192463672398384,9.664719658119676,31.84325,0.9788571428571432,28.41724999999999,-3.4334166666666626,25.01277380952378,4.38333333333332,-0.3234444444444422,-0.03725000000002237,16.118051587301643,7.779499999999983,5,6,22,0.0,0.0,0.0,0.0
2333087198,59.49,5.82,35.693,28.61,120.35,363.983,19.39,125.01,128.003,19.264,54.603,111.54,141.653,93.08,240.384,80.067,149.877,12.383,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2.0,3.0,5.0,7.0,10.0,5.0,7.0,8.0,6,5.0,5.0,52.0,8.0,85.0,60.0,10.0,22,18.0,8.0,0.0,22,47.0,6.0,6.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,20,87.12940043851737,6.2449587628866094,-0.02090204335058852,0.00039580936368118695,-0.1356867588181327,14.80455217707531,-1.0474876494171609e-06,0.0008514664911776511,3.247737662337661,47.16876623376623,-0.5139304288388956,13.526346239115574,14.619839073969533,0.039130180523773095,-1.687835844552086,22.690634517783185,1.2373173348392583,14,18,7,3.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,15.533,0.0,0.0,0.0,8.347,0.0,2.31,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,5.0,2.0,2.0,0.0,9,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,38.57640901757651,8.703411764705885,-0.20707318563789157,12.120119327731093,-0.04444795645530946,1.2597093773873207,4.2972789915966265,0.003817871131438495,-0.23343257746151508,3.71727302469428,-1.9518124763418998,28.517333333333337,5.800999999999999,5.313333333333336,-0.7167792207792221,11.535233766233782,-1.3766060606060828,-1.1193855218855218,12.715847041847042,-28.986522126022145,17.429070707070743,2,2,25,0.0,0.0,0.0,0.0
2333087201,46.427,36.18,37.034,42.264,85.422,85.273,24.68,111.347,76.263,11.71,60.477,53.423,145.834,209.19,51.73,180.987,60.883,10.656,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,18,3.0,3.0,7.0,35.0,11.0,3.0,76.0,51.0,4,23.0,3.0,136.0,146.0,8.0,24.0,8.0,16,21.0,10.0,0.0,25,37.0,3.0,6.0,1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1,21,53.50196960582367,2.2590866141732375,-0.0014501967215112348,1.2816321148208396e-05,-0.009575744329475356,3.5760442475325047,-2.200835613041857e-08,3.374626782823643e-05,3.4780016939582175,26.917027667984172,-0.20787944664031643,7.8434700734048635,12.365466403162054,-0.039866257541085866,1.0479076659038882,-2.4619575009658345,28.27210316205528,10,22,1,6.0,0.0,5.0,0.0,2.0,13.0,0.0,4.45,70.134,0.0,0.0,0.0,24.466,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,59.0,3.0,3.0,3.0,1.0,0.0,9,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,20.12152563491504,2.631464912280702,-0.021695149956460998,3.857240884820748,-0.0010226385035907088,0.09386300094928915,1.700155401246743,5.3881946556184645e-05,-0.010155628444864026,0.5048583246959003,-2.0845556304169017,31.603777777777783,2.8730833333333328,20.111444444444448,-0.44024567099566947,6.39504870129869,16.00248484848486,0.6325294612794586,-8.030599206349175,29.292615199615106,5.3759898989899275,2,6,21,66.0,0.0,0.0,1.0
2333087287,62.433,32.592,91.89,47.043,153.38,215.22,25.49,74.527,77.417,12.0,95.197,68.73,92.007,110.28,94.566,169.42,119.84,9.76,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,7.0,8.0,9.0,15.0,16.0,3.0,5.0,6.0,3,6.0,8.0,49.0,14.0,18.0,42.0,17.0,24,3.0,6.0,2.0,27,40.0,34.0,9.0,1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1,21,53.46860857480415,6.703241106719362,-0.012374807892096504,0.0002627954235068284,-0.07859925461581727,11.032856255732508,-3.558033431283153e-06,0.0016077320605318566,0.6872552230378349,78.16413833992088,-0.25766974872953113,6.098319946357987,60.1272559288538,0.07672653422092791,-2.6745555766887605,25.93212904246787,29.513368774703594,14,26,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.34,86.954,0.0,0.0,0.0,39.387,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,11.0,7.0,3.0,5.0,3.0,0.0,12,4.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.31100189080338,6.782499999999999,-0.16866497533474248,10.408796969696962,-0.013585457346832464,0.4155096905790536,6.319574308300385,0.0001270976172259286,-0.02178325365790486,0.554897647390729,5.849020800044841,60.44174999999999,-4.0953095238095205,74.77533333333332,-8.753226190476177,57.17727380952373,13.50275000000001,1.1525909090909097,-20.855430735930728,88.87352380952372,1.4005454545455596,3,6,22,0.0,0.0,0.0,0.0
2333087881,32.957,18.723,163.173,34.489,110.106,30.566,22.7,229.224,37.783,53.357,96.45,175.307,94.168,55.491,264.173,84.411,107.416,6.163,3,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3,2.0,5.0,2.0,2.0,3.0,2.0,2.0,6,5.0,7.0,7.0,18.0,10.0,5.0,16.0,10.0,23,10.0,13.0,44.0,9.0,39.0,24.0,4.0,30,7.0,16.0,16.0,54,37.0,7.0,5.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,23,69.20694720891332,5.95366883116883,0.010598412529565879,-0.0001524875032026594,0.05741207601278233,1.939315670236428,-5.099870522075934e-07,8.236153433893773e-05,17.728666007905158,663.7420652173912,-6.775452230378326,166.78861507622835,142.0322434782606,-0.02231455356238084,-6.039071962819747,160.45128186451188,152.34156722408173,13,25,2,11.0,3.0,2.0,9.0,0.0,0.0,0.0,8.57,0.493,0.723,1.961,0.97,0.443,6.756,1.096,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,27,0.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.705948080611133,4.193333333333332,0.21531507648431425,-1.8354888082274632,0.006780702187166559,-0.16440424599701298,1.6452716478513645,-2.5769467483046187e-05,0.008945337455742441,-0.21246430285289417,1.8595705394403823,22.807909090909092,-0.49175945793337267,27.971383399209504,0.18180710050818769,-4.309708568605313,40.69788043478263,-0.09169690382081674,3.0702595708639144,-28.01335820628644,77.28494505928843,0,0,28,0.0,4.0,0.0,0.0
2333088143,59.664,16.083,40.067,50.993,59.014,76.367,9.163,63.936,94.0,29.303,59.544,92.597,141.57,146.366,39.52,37.646,68.13,9.563,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,3.0,4.0,9.0,7.0,7.0,3.0,5.0,6.0,7,7.0,4.0,47.0,42.0,17.0,27.0,14.0,20,0.0,4.0,12.0,23,47.0,11.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,1,21,71.00192508571934,4.2070201149425355,-0.008570404588627475,4.610823463870807e-06,-0.01017036033059064,5.786249425522602,-9.906996905307898e-08,5.6176742355998565e-05,-0.4123534726143394,70.816256916996,-0.17146915584415542,3.188498800112924,58.81341600790517,-0.004739577699188666,-0.022172458319712672,1.9633179648726535,60.704507509881495,12,21,2,3.0,0.0,2.0,0.0,3.0,2.0,0.0,7.54,287.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,92.0,0.0,0.0,0.0,3.0,6.0,3,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.07895712195324,3.038295918367345,6.923219147079722e-05,3.0349381570810126,-0.0001527065043449424,0.01488176311293022,2.797937662337662,6.754038902843872e-05,-0.00997983310798278,0.39422235809115636,-0.18950882516824946,100.02333333333335,138.44299999999996,-38.419666666666515,146.21899999999997,-153.99500000000003,10.32000000000005,37.80302100840336,32.80993697478988,-78.38895798319335,10.319999999999997,1,1,27,65.0,0.0,1.0,2.0
2333088275,87.603,33.783,32.977,68.487,159.39,134.37,81.274,179.084,122.917,13.407,22.956,134.17,131.743,100.083,186.863,82.043,70.787,8.75,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,2.0,1.0,1.0,4.0,4.0,1.0,1.0,3,4.0,3.0,7.0,11.0,5.0,10.0,9.0,8.0,3,4.0,11.0,40.0,20.0,35.0,20.0,8.0,28,9.0,4.0,0.0,34,44.0,5.0,7.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,22,55.004952849514126,8.35883944954128,-0.03923769002628758,-0.00018602231940355822,0.0011291532842845212,11.1629224582129,-9.2060781256359e-06,0.002810556110490929,10.255830604178433,176.41414229249008,-2.4257965132693418,61.19755738283463,6.608386363636194,-0.41256693363844343,10.57006189634163,-45.45099496270306,171.2225928853748,19,27,0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,3.474,0.0,29.763,1.24,1.393,32.15,149.513,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,12,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,48.78578074026796,4.369558823529412,-0.08628430736343864,7.260083120204605,-0.0016885997157402319,0.026851873591156858,6.015585129704055,1.0887675414900779e-05,-0.0027828110949377582,0.05596007381289399,5.859112902478813,66.08375,32.96916666666666,-49.308333333333344,11.24183333333332,-45.72366666666661,29.384499999999953,1.8186161616161638,-7.853636363636383,4.288277777777798,10.28903030303037,2,3,24,0.0,1.0,0.0,0.0
2333088399,160.627,0.0,0.0,43.897,126.523,374.14,0.0,0.0,237.71,61.72,0.0,0.0,618.117,0.0,0.0,163.233,0.0,19.99,1,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,74,0.0,0.0,5.0,43.0,124.0,0.0,0.0,66.0,10,0.0,0.0,278.0,0.0,0.0,0.0,6.0,5,0.0,16.0,5.0,11,37.0,10.0,9.0,1,1.0,1.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,1.0,1,10,180.3801821915035,2.6469502923976735,8.934703303449095e-05,9.336490658180096e-06,-0.006287476086502511,3.341270508537088,2.358884640509239e-08,-1.4830282483836988e-05,16.27000000000001,108.09959999999988,-10.957905303030337,114.89114772727298,-23.39526363636398,-3.049340520590537,30.208191724941916,-25.68345027195077,53.44811748251812,7,9,16,25.0,18.0,11.0,5.0,0.0,7.0,0.0,0.0,0.0,126.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,6.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.31655248099753,2.9291485148514855,0.014136121141525893,2.2223424577751896,0.0006461745317878462,-0.050481332037258644,3.288530435225135,9.723616615180672e-05,-0.01393925039098315,0.5300380271222569,-1.428395984799007,100.01133333333335,80.09700000000001,19.914333333333364,-46.60299999999998,173.30300000000003,4.379999999999929,-17.267995798319326,5.200987394957995,138.76700840336127,4.379999999999981,0,1,24,29.0,0.0,0.0,1.0
2333088445,44.534,22.757,54.506,39.796,219.93,70.434,16.24,119.79,54.69,20.42,80.06,53.12,174.654,109.467,69.52,187.936,113.023,6.78,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3.0,3.0,3.0,4.0,3.0,3.0,6.0,3.0,5,4.0,3.0,55.0,67.0,15.0,91.0,2.0,16,3.0,4.0,0.0,25,119.0,0.0,10.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,22,58.9598894800875,5.323823129251699,-0.02845740493918397,0.0004041648589070876,-0.14687770859896068,15.255954397617964,1.1379208035425616e-06,-9.59513342498676e-05,3.660033314511578,34.181513833992064,-0.335591756070017,10.707460191981939,10.690090909090898,-0.009923008113168126,-0.023017000505221187,8.142362594727977,14.649371146244976,7,23,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.067,35.014,0.0,0.0,0.0,58.326,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,4.0,4.0,3.0,3.0,5.0,1.0,0.0,11,0.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,19.466294362878166,3.571071428571427,0.12767265363976912,-1.727343697478991,-0.0009077775182676563,0.20301818765598473,-2.757065995700603,-0.00024344630314067025,0.02940128722274579,-0.7972296380580863,3.9533609379597423,37.201555555555565,6.156133333333333,12.577022222222228,-0.7127510822510814,11.858141991341984,5.924678787878785,-0.44578872053872054,4.636713564213563,-4.279409692159705,13.41392929292929,1,6,21,0.0,0.0,0.0,0.0
2333088470,126.359,44.473,47.17,53.723,102.66,56.143,33.753,130.073,158.454,43.5,65.293,114.767,193.77,125.96,130.027,85.097,117.357,6.914,2,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2,2.0,4.0,2.0,2.0,1.0,4.0,1.0,13,8.0,8.0,9.0,11.0,10.0,12.0,10.0,21.0,14,9.0,18.0,47.0,79.0,213.0,69.0,7.0,19,20.0,4.0,43.0,45,276.0,12.0,13.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,22,49.499694233131926,3.0494174757281494,-0.002520547004988992,6.039760319721585e-05,-0.0397858681776712,7.6529125338293005,-1.5444950368258455e-07,0.0002033406188554483,-1.3433274985883294,696.2268932806319,-7.239664878599661,150.68963495200455,189.45035177865637,0.07072818805908032,-9.467602802460695,168.97287156527693,161.22980474308278,7,20,3,2.0,4.0,2.0,22.0,18.0,0.0,0.0,6.564,60.166,6.494,6.016,9.397,11.807,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,14.0,3.0,3.0,4.0,0.0,12.0,21,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21.834055978215172,3.8879610389610377,0.06859248646090753,1.281446553446554,0.0033873492929455606,-0.18884605980295507,4.499428381744837,-5.258566046374138e-05,0.009382114585812083,-0.3698984887796168,5.608459960925135,24.39047368421053,-0.552398245614035,29.36205789473684,0.21709236326109418,-4.460060784313729,40.433768421052626,-0.02606497248021973,0.9208466202270248,-9.391553577571273,46.81447368421031,3,14,14,0.0,0.0,0.0,0.0
2333088496,76.083,36.456,21.1,32.121,57.59,191.423,33.73,115.823,124.644,21.687,54.75,111.2,58.729,279.99,76.091,224.44,112.733,6.953,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4,3.0,3.0,6.0,6.0,13.0,7.0,9.0,10.0,5,5.0,7.0,50.0,39.0,28.0,93.0,10.0,16,34.0,4.0,4.0,39,27.0,9.0,30.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,22,70.34254070858432,5.54424223602484,-0.018667329940167003,0.0002978196651512171,-0.11426744245370773,13.639021358810496,-3.81751212833359e-06,0.002135951754943844,-1.1281439864483342,736.9481936758892,-0.12112852907961658,1.4155551242236006,728.4691966403167,-0.9620780979127656,30.18433155517249,-247.28163318622614,1112.3383577075078,10,21,2,0.0,0.0,0.0,0.0,26.0,0.0,0.0,18.813,64.02,0.0,0.82,0.9,62.88,1.017,2.036,2.0,1.0,2.0,2.0,0.0,0.0,6.0,5.0,3.0,7.0,6.0,1.0,2.0,23,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,20.56074175653562,4.796372881355931,-0.16262226767971952,9.512418644067797,-0.0013887601869646143,-0.0820741768357718,8.747211781050295,0.00042427606333392606,-0.03830077769701614,0.7669870811080791,4.819773117980809,16.340473684210526,-1.2662789473684217,27.73698421052632,-0.01006671089488445,-1.0850781512604994,27.223581954887184,-0.01619319745442042,0.4271496203744664,-4.148831109636841,31.187676691729315,3,6,22,0.0,0.0,0.0,0.0
2333088534,30.41,19.33,61.996,35.68,29.973,77.35,32.974,54.937,20.696,14.377,62.163,64.35,55.61,35.877,53.98,140.244,83.09,6.38,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3.0,5.0,3.0,4.0,6.0,3.0,6.0,3.0,2,4.0,3.0,39.0,8.0,6.0,25.0,3.0,15,19.0,4.0,1.0,23,45.0,6.0,2.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,21,30.30754176308389,6.695763513513521,0.004904124573827357,0.0011878468236385992,-0.16970935850104665,10.584238445492469,-1.386230763686525e-05,0.004244485657567386,2.073985319028798,21.67342687747034,-0.047852766798418996,3.0788934217955988,18.32373320158103,0.003884834616184826,-0.17022505720824127,4.0831231700793795,16.77368418972328,15,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.303,50.697,0.0,0.0,0.0,47.126,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,3.0,3.0,0.0,1.0,9,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.803002467998716,9.227906250000004,0.010123350439883029,9.070994318181816,-0.05905148676039336,1.840719440012077,-0.08198612967916956,1.4995741951353669e-05,-0.05974878876113127,1.8492295235694691,-0.10220788770054594,31.59777777777779,2.292149999999997,22.42917777777778,-1.9749274891774884,18.09156991341991,3.9965212121211944,-0.5026060606060618,4.056345238095255,-0.10276948051955317,12.44030303030305,2,6,21,0.0,0.0,0.0,0.0
2333088542,99.724,30.134,39.773,59.76,65.556,103.407,26.146,58.36,68.54,13.376,48.01,138.36,53.38,301.707,181.98,74.493,77.02,8.147,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,7.0,10.0,8.0,12.0,6.0,8.0,6.0,7.0,6,7.0,10.0,31.0,20.0,55.0,21.0,12.0,20,17.0,4.0,22.0,25,31.0,21.0,3.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0,1,22,72.89773738699759,6.466832740213534,0.0197673977003537,0.00015492077169583724,-0.023610418374480698,5.716465509643806,-8.318867730978699e-07,0.0005043132163969436,4.1588982213438745,31.175815217391307,-0.26236405985319056,9.930907538114067,10.973782608695638,-0.0734440610114521,2.161289953524729,-10.927205789138329,44.90493879598637,19,23,3,0.0,0.0,1.0,11.0,2.0,2.0,0.0,4.889,145.617,0.0,0.0,0.0,111.793,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,10.0,2.0,4.0,6,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61.93993466770852,10.798119999999995,-0.4699838461538464,16.437926153846156,-0.0880824786324786,1.6439956410256393,8.33433811965813,-0.004435937975068338,0.07161128846998153,0.14198704266750298,11.027839658119614,52.595800000000004,33.01069999999999,-13.425599999999964,7.034785714285717,4.87155714285714,0.6439714285714573,-14.60241666666658,94.64928571428518,-120.7092261904752,18.16687142857125,2,2,26,0.0,0.0,0.0,0.0
2333088810,87.14,45.622,73.66,37.125,99.24,152.287,84.554,58.967,70.86,47.579,50.832,67.301,163.266,123.143,59.303,73.799,84.178,5.437,4,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3,3.0,3.0,4.0,3.0,3.0,4.0,3.0,10,7.0,11.0,10.0,17.0,11.0,25.0,9.0,15.0,22,8.0,12.0,112.0,15.0,11.0,24.0,12.0,26,58.0,8.0,0.0,64,21.0,19.0,13.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,22,54.13585373595834,4.6872794520548045,-0.003741428299973094,-2.295691626556062e-05,0.0046148892206909495,4.862662192649726,-2.148947841430257e-06,0.0011503686051553583,13.69024280067761,688.0039960474302,-6.202100861095428,143.9343608836816,253.85693577075097,0.09798038624228604,-9.28848302772744,169.26229072731263,214.76276166007852,10,23,4,1.0,0.0,0.0,2.0,27.0,0.0,0.0,18.994,77.65,3.22,2.341,1.862,1.88,1.829,2.911,1.0,2.0,1.0,1.0,1.0,2.0,8.0,5.0,2.0,2.0,2.0,2.0,0.0,40,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.174306833850892,1.8791666666666662,-0.0009685937025412533,1.919363305322128,-0.0026834257912310036,0.22175574696963218,-1.1245360171975731,-3.023501014943757e-06,-0.0023069999148705063,0.20933308834953265,-1.0411953281713617,98.60528571428569,2.4153454545454545,74.45183116883113,-0.028907040328093082,2.9934862611073214,72.62105194805193,0.09103331368605962,-2.759906450909879,24.31348832638243,41.48765866741974,0,1,27,0.0,0.0,0.0,0.0
